0,8.70632
1,8.75911
2,8.766642
3,8.615686
4,8.768975
5,8.681475
6,8.771826
7,8.772751
8,8.767063
9,8.77545
10,8.76423
11,8.73677
12,8.73227
13,8.759830000000001
14,8.757946
15,8.756378
16,8.76088
17,8.76067
18,8.76416
19,8.760792
20,8.713232
21,8.701371
22,8.704338
23,8.705261
24,8.706823
25,8.703117
26,8.70622
27,8.70365
28,8.703837
29,8.70555
30,8.703439
31,8.70425
32,8.70476
33,8.68251
34,8.68202
35,8.705279
36,8.68637
37,8.68307
38,8.691376
39,8.708735
40,8.731029
41,8.689928
42,8.690217
43,8.674817000000001
44,8.70504
45,8.693199
46,8.759832
47,8.67906
48,8.685321
49,8.671285
50,8.66756
51,8.723647
52,8.658525
53,8.686481
54,8.698582
55,8.667713
56,8.692703
57,8.170481
58,8.6765
59,8.716972
60,8.691518
61,8.71706
62,8.707654
63,8.69221
64,8.735155
65,8.701901
66,8.72785
67,8.70546
68,8.72374
69,8.714623
70,8.686019
71,8.664462
72,8.709295000000001
73,8.652087
74,8.705417
75,8.733453
76,8.71191
77,8.690349
78,8.696954999999999
79,8.684660000000001
80,8.699441
81,8.684940000000001
82,8.71302
83,8.708552
84,8.697311
85,8.68601
86,8.681323
87,8.72739
88,8.68811
89,8.70588
90,8.68077
91,8.67236
92,8.659040000000001
93,8.675207
94,8.6622
95,8.666587
96,8.65482
97,8.659324
98,8.672441
99,8.669363
100,8.666457
101,8.660402
102,8.668881
103,8.669412
104,8.67353
105,8.66584
106,8.709199
107,8.69375
108,8.68906
109,8.67506
110,8.658295
111,8.675594
112,8.675475
113,8.656768
114,8.661099
115,8.66858
116,8.69055
117,8.685664
118,8.66996
119,8.659574
120,8.660608
121,8.663111
122,8.663157
123,8.640462
124,8.648679
125,8.76095
126,8.649173
127,8.64226
128,8.6522
129,8.640712
130,8.641297999999999
131,8.64084
132,8.647099
133,8.648076
134,8.646241
135,8.69212
136,8.642356
137,8.682425
138,8.690392
139,8.682337
140,8.677228
141,8.688023
142,8.682777
143,8.684906999999999
144,8.686886
145,8.68166
146,8.690511
147,8.68779
148,8.67943
149,8.687865
150,8.686426
151,8.68859
152,8.67972
153,8.75627
154,8.77127
155,8.74727
156,8.775053
157,8.74211
158,8.73174
159,8.76131
160,8.72918
161,8.658899
162,8.64194
163,8.647102
164,8.644071
165,8.651862
166,8.644743
167,8.649167
168,8.653613
169,8.642472
170,8.645866
171,8.646117
172,8.642431
173,8.633779
174,8.761074
175,8.74316
176,8.749537
177,8.75206
178,8.730295
179,8.727759
180,8.76117
181,8.754478
182,8.7631
183,8.682043
184,8.74746
185,8.751355
186,8.75371
187,8.746704
188,8.751545
189,8.749148
190,8.756981
191,8.752939
192,8.746738
193,8.753392999999999
194,8.735532
195,8.753788
196,8.743805
197,8.66725
198,8.660445
199,8.703482
200,8.679706
201,8.64437
202,8.7656
203,8.67334
204,8.69352
205,8.18425
206,8.73452
207,8.73838
208,8.74306
209,8.74509
210,8.76347
211,8.749092
212,8.772288
213,8.79682
214,8.786912
215,8.777158
216,8.771466
217,8.765592
218,8.76545
219,8.641262
220,8.69491
221,8.689382
222,8.767358
223,8.63501
224,8.656851
225,8.656618
226,8.649425
227,8.666432
228,8.44942
229,8.69351
230,8.689236
231,8.69231
232,8.68888
233,8.689657
234,8.689371
235,8.662668
236,8.47206
237,8.38507
238,8.391627
239,8.386383
240,8.392655
241,8.385986
242,8.385158
243,8.394856
244,8.388433
245,8.421318
246,8.412839
247,8.421495
248,8.416089
249,8.411248
250,8.424792
251,8.404664
252,8.41599
253,8.404775
254,8.426761
255,8.418501
256,8.415567
257,8.40713
258,8.408901
259,8.401517
260,8.401958
261,8.402572
262,8.409559
263,8.400701
264,8.405563
265,8.404357
266,8.409767
267,8.41034
268,8.43027
269,8.394123
270,8.41346
271,8.450756
272,8.450485
273,8.442269
274,8.420092
275,8.427923
276,8.440812
277,8.431068
278,8.422460000000001
279,8.444280000000001
280,8.451111
281,8.423052
282,8.434627
283,8.424069
284,8.413807
285,8.43721
286,8.44895
287,8.448643
288,8.4299
289,8.401084
290,8.44544
291,8.372974
292,8.44015
293,8.443208
294,8.447682
295,8.419753
296,8.42989
297,8.448253
298,8.419308
299,8.4478
300,8.446341
301,8.439612
302,8.4253
303,8.423769
304,8.444142
305,8.425994
306,8.451402
307,8.452679
308,8.378336000000001
309,8.38297
310,8.403974999999999
311,8.372542
312,8.367971
313,8.415736
314,8.389793
315,8.39802
316,8.419248
317,8.42913
318,8.436991
319,8.4216
320,8.4356
321,8.417421
322,8.425188
323,8.435262999999999
324,8.426946
325,8.41845
326,8.432313
327,8.42772
328,8.396974
329,8.404414
330,8.401331
331,8.362233
332,8.375809
333,8.381436
334,8.398313
335,8.377869
336,8.422367
337,8.367613
338,8.391234
339,8.3761
340,8.384702
341,8.375452
342,8.378778
343,8.37624
344,8.37124
345,8.37482
346,8.36714
347,8.374793
348,8.37076
349,8.3879
350,8.401726
351,8.403644
352,8.403949
353,8.406527
354,8.39635
355,8.39859
356,8.40783
357,8.38056
358,8.394622
359,8.389915
360,8.410113
361,8.39727
362,8.38438
363,8.384703
364,8.388932
365,8.40941
366,8.42593
367,8.423574
368,8.368626
369,8.418998
370,8.35398
371,8.327653
372,8.336219
373,8.422357
374,8.435993
375,8.44259
376,8.329471999999999
377,8.436063
378,8.383246
379,8.498391
380,8.521015
381,8.519289
382,8.525368
383,8.543815
384,8.53847
385,8.530452
386,8.530638
387,8.537116
388,8.523449
389,8.5122
390,8.532123
391,8.529959
392,8.524788
393,8.518966
394,8.57205
395,8.56537
396,8.57193
397,8.578117
398,8.57594
399,8.513912
400,8.569138
401,8.57257
402,8.578997
403,8.466082
404,8.452373
405,8.459836
406,8.44644
407,8.453792
408,8.448123
409,8.514476
410,8.45688
411,8.456327
412,8.449072
413,8.450012
414,8.454407
415,8.50783
416,8.449657
417,8.462908
418,8.511045
419,8.454088
420,8.51188
421,8.50357
422,8.486695
423,8.52728
424,8.502731
425,8.506308
426,8.519057
427,8.49938
428,8.508281
429,8.490913
430,8.496410000000001
431,8.485161
432,8.539196
433,8.5119
434,8.502937
435,8.517298
436,8.51541
437,8.505328
438,8.50923
439,8.50633
440,8.57151
441,8.507757999999999
442,8.494029
443,8.464794
444,8.458987
445,8.467781
446,8.471914
447,8.47573
448,8.479751
449,8.472043
450,8.518041
451,8.522815
452,8.47417
453,8.518898
454,8.493558
455,8.477707
456,8.479429
457,8.453387
458,8.46358
459,8.48878
460,8.45008
461,8.456483
462,8.487515
463,8.461299
464,8.501492
465,8.498364
466,8.45914
467,8.493381
468,8.442349
469,8.471443
470,8.477211
471,8.475774
472,8.48849
473,8.448535
474,8.453653
475,8.469989
476,8.49114
477,8.447051
478,8.52326
479,8.471474
480,8.48772
481,8.460403
482,8.480118
483,8.461707
484,8.458577
485,8.469346
486,8.496248
487,8.450211
488,8.49026
489,8.48691
490,8.485415
491,8.50392
492,8.467726
493,8.49232
494,8.500204
495,8.467956
496,8.476297
497,8.487064
498,8.483657000000001
499,8.488142
500,8.476747
501,8.445701
502,8.459882
503,8.470052
504,8.444304
505,8.469981
506,8.484136
507,8.466380000000001
508,8.482306
509,8.489762
510,8.507356
511,8.508915
512,8.514121
513,8.459621
514,8.47564
515,8.483197
516,8.517112000000001
517,8.462137
518,8.526724
519,8.501694
520,8.470126
521,8.475188
522,8.457072
523,8.531081
524,8.50431
525,8.49274
526,8.463348
527,8.471579
528,8.452177
529,8.521487
530,8.474068
531,8.485735
532,8.478234
533,8.48038
534,8.494299
535,8.520611
536,8.509332
537,8.438998
538,8.443168
539,8.50152
540,8.495132
541,8.479394
542,8.513618
543,8.504585
544,8.503181
545,8.486681
546,8.509996
547,8.491798
548,8.475059
549,8.488542
550,8.48338
551,8.468614
552,8.46991
553,8.462362
554,8.56122
555,8.45287
556,8.47007
557,8.489984
558,8.481988
559,8.46595
560,8.461030000000001
561,8.45769
562,8.499535999999999
563,8.501396
564,8.503256
565,8.506792
566,8.477351
567,8.5093
568,8.524343
569,8.512511
570,8.522094
571,8.534548000000001
572,8.522896
573,8.50225
574,8.518961000000001
575,8.536229
576,8.534074
577,8.51059
578,8.540878
579,8.538195
580,8.53286
581,8.508045
582,8.531716
583,8.511843
584,8.53373
585,8.528363
586,8.535102
587,8.527095
588,8.527175
589,8.709849
590,8.535032
591,8.526035
592,8.522802
593,8.529174
594,8.525928
595,8.514664
596,8.520510999999999
597,8.51638
598,8.528146
599,8.540178
600,8.5288
601,8.446708
602,8.448225
603,8.454007
604,8.453603
605,8.448643
606,8.450919
607,8.447976
608,8.447633
609,8.456694
610,8.481307
611,8.447984
612,8.447739
613,8.449414
614,8.478094
615,8.478724
616,8.468393
617,8.479813
618,8.481112
619,8.481108
620,8.479818
621,8.469344
622,8.55072
623,8.546428
624,8.467873
625,8.481388
626,8.480992
627,8.54067
628,8.474136
629,8.55702
630,8.538319
631,8.55568
632,8.569695
633,8.569505
634,8.560389
635,8.55056
636,8.5625
637,8.543745
638,8.56757
639,8.569994
640,8.5053
641,8.55059
642,8.551625
643,8.529864
644,8.546999
645,8.531713
646,8.534868
647,8.555981
648,8.543965
649,8.537156
650,8.55558
651,8.53113
652,8.53862
653,8.48357
654,8.471097
655,8.507749
656,8.49779
657,8.481741
658,8.468683
