0,viewpoint;5
1,attraction;5
2,hotel;8
3,museum;5
4,information;10
5,hostel;8
6,picnic_site;5
7,guest_house;8
8,artwork;5
9,camp_site;8
10,zoo;5
11,apartment;8
12,chalet;8
13,caravan_site;8
14,Weinbergshaus;5
15,motel;8
16,disused;
17,Ferienwohnung Heidi;8
18,cellar_door;5
19,wine_cellar;5
20,yes;
21,artwork, culture;
22,gallery;5
23,theme_park;5
24,Galerie;5
