,0
0,playground
1,park
2,slipway
3,picnic_table
4,track
5,common
6,water_park
7,swimming_pool
8,fitness_centre
9,bird_hide
10,pitch
11,nature_reserve
12,sports_centre
13,miniature_golf
14,garden
15,stadium
16,marina
17,ropes_course
18,horse_riding
19,sauna
20,hackerspace
21,barefoot
22,fishing
23,tanning_salon
24,dog_training
25,bowling_alley
26,amusement_arcade
27,dance
28,firepit
29,gambling
30,spring_board
31,adult_gaming_centre
32,fitness_station
33,diving_platform
34,dancing
